Number,Short description,Assignment group,Close notes,Tags,Classification
INC4720129,Test environment for TechDB does not work,AZTEC.GAP.PAAS-SAS-CL-2ND,"Desc: Test environment for TechDB does not work
Type: sas server issue
Res: Isuue resolved after ObjectSpawner restat
",AZ Reinsurance, SAS Platform Access/Availability
INC3289038,TechDB FE not registered for SAS,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Team,
User confirmed that below update has been successfully update in Metadata level, So everything is working fine.
So we're closing this ticket.
Thank you.
Regards,
D Srinivasulu
",AZ Reinsurance, SAS  Configuration
INC2547041,No connection to SAS EG Dev redwh,AZTEC.GAP.PAAS-SAS-CL-2ND,"After ordering for the unix group through giam, the user is now able to connect to the project",AZ Reinsurance, SAS Performance
INC4106147,(R) SAS AMO add-in issue in SAS Excel,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue type : SAS AMO Excel
Description : SAS AMO add-in was loading while launching SAS AMO Excel after AVC restart.
Resoution : As per user confirmation, the issue is no more exist, so we are closing the ticket as of now.",AZ Reinsurance, SAS AVC Client Issue
INC3816846,SR: Connection name was AWPCCI for the AGAMERC project (example INC2792439),AZTEC.GAP.PAAS-SAS-CL-2ND,"Configured DB Parameters for ORA.
",AZ Benelux, SAS Database
INC4490687,SAS DI - not executing job in prod (agamercury),AZTEC.GAP.PAAS-SAS-CL-2ND,"Description:Project not opening
Type: sas server issue
Resolution: Issue has been resolved after objectspawner restart. Closing ticket as user confirmed",AZ Benelux, SAS Server Issue
INC3696584,in SAS DI - i lost access to DEV and PROD,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident type : access issue
resolution : Based on our webex communication, we are closing the ticket as the profiles can now be saved",AZ Benelux, SAS Access Issue
INC2792439,"SR:: SAS DI - setup ODBC to MSSQL:: DEV , INT, PROD",AZTEC.GAP.PAAS-SAS-CL-2ND,User confirmed that the connections are working fine. (email attached).,AZ Germany, SAS Database
INC3413948,SASMacros XLA wurde nicht gefunden,AZTEC.GAP.PAAS-SAS-CL-2ND,Issue resolved by user and confirmed to close the ticket (email attached).,AZ Germany, SAS Others
INC3899174,Appv profiles are not synching,AZTEC.GAP.PAAS-SAS-CL-2ND,"


User is out of office and will be back after a week. So, we are closing the tickt for now and will reopen once the user is in.",AZ Technology, SAS AVC Client Issue
INC3875303,SAS VA Hub reports are slow.,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: Slowness of the Web Portal access.
D: SAS VA Hub reports are slow
R:After restart of the FM APP/AGCS Prod servers, latency/slowness issue is resolved with the portals access.",AZ France, SAS Performance
INC2792110,Issue with INT Form,AZTEC.GAP.PAAS-SAS-CL-2ND,"After restart of the AGCS INT servers, issue resolved.",AZ France, SAS Access Issue
INC4720550,Unable to login biec-sg-prod.srv.allianz,AZTEC.GAP.PAAS-SAS-CL-2ND,IBM NAS Team worked on INC4719837 P2 for AZD Production Server deadlock issue. Deadlock is broken by NAS team and now AZD Prod is working fine now.,AZ Germany, SAS Platform Access/Availability
INC3324094,Session to kill,AZTEC.GAP.PAAS-SAS-CL-2ND,"As requested we killed the session.

",AZ Benelux, SAS Service Requests
INC2836268,BNL PROD :: Unable to connect to Oracle from UNIX,AZTEC.GAP.PAAS-SAS-CL-2ND,Resolved,AZ Benelux, SAS Database
INC4703467,Delete the folder upto_17_0_0,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: Delete the folder upto_17_0_0
Issue Type: SAS Service Request
Resolution Steps: As requested upto_17_0_0 Folder has been deleted under /var/opt/data/data_project/sas94/bishr/azbngb2/int.",AZ Benelux, SAS Service Requests
INC2816708,Request to grant permission to folder,AZTEC.GAP.PAAS-SAS-CL-2ND,The request has been completed,AZ Benelux, SAS Access Issue
INC3052482,SR:: SAS BIFI - DEV::Configure the SAS - Oracle connection for AGAMercury project,AZTEC.GAP.PAAS-SAS-CL-2ND,The requests has been successfully completed ,AZ Benelux, SAS Database
INC2966338,Error message when opening SAS EG,CSC.WPS.AVC-CLIENT,"17.04.2019 16:14:54   ws_snow_prod
   (SNOW)
2019-04-17 16:13:14 - Yannick DURON (Work notes)
Dear colleagues,

could you please have a look to this issue of my colleague Saliou NDIAYE ?

ID : NDIAYSA
AVC Hostname : vpe1-p02395

Thank you for your support
17.04.2019 16:55:11   ws_snow_prod
   (SNOW) Dear Team,

Please reset the SAS app sense profile for the user. Make sure to contact the user through email or phone before resetting, so that he will be able to close the AVC before resetting. User details are given below

User bensl : NDIAYSA
contact number : 33 6 69 64 50 94
contact email address : externe.saliou.ndiaye@allianz.fr
Dear Team,

Please reset the SAS app sense profile for the user. Make sure to contact the user through email or phone before resetting, so that he will be able to close the AVC before resetting. User details are given below

User bensl : NDIAYSA
contact number : 33 6 69 64 50 94
contact email address : externe.saliou.ndiaye@allianz.fr
17.04.2019 17:10:39   tjs5mv7
   inc9963045
17.04.2019 17:18:46   tjs5mv7
   Called user.
Issue solved after reset performed on SAS settings under users AVC profile.
OK to close.",AZ France,
INC3024604,URGENT/Ownership - user X9SAMT // very important/,AZTEC.GAP.PAAS-SAS-CL-2ND,User confirmed and looks good to close the ticket.,AZ Benelux, SAS Access Issue
INC4535370,ERROR: Insufficient space in file ,AZTEC.GAP.PAAS-SAS-CL-2ND,"Seems to be one time issue.
we have closed after discussing with user.",AZ Benelux, SAS - Space Issue
INC3120510,Cannot connect to SAS  BIFR Production Context,AZTEC.GAP.PAAS-SAS-CL-2ND,The issue has been resolved after the restart of object spawner. Closing the ticket on user confirmation,AZ France, SAS Server Issue
INC4686734,[PRODUCTION] ERROR: ORACLE connection error: ORA-12545: Connect failed because target host or object does not exist.,AZTEC.GAP.PAAS-SAS-CL-2ND,"Desc:[PRODUCTION] ERROR: ORACLE connection error: ORA-12545: Connect failed because target host or object does not exist.
Type:SAS database
Res: applied workaround (adding DM25/DM30 manual entries directly into hosts file  on app nodes) is working",AZ France, SAS Database
INC3102710,BIFR 9.4 DEV : SAS Server down (bifr-sas94-meta-dev.srv.allianz),AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Saliou
As per phone call discussion that now you're able to access the SAS EG, In this we did backend service restart.
Please reach us if you have any queries @ PAAS-SAS-CLASSIC-OPERATIONS@allianz.com
Thank s for the time & support and we're closing this ticket now.
Kind Regards,
D Srinivasulu
",AZ France, SAS Server Issue
INC3091576,Issues in Stored Processes WebSite,AZTEC.GAP.PAAS-SAS-CL-2ND,Due to the Exadata Change (CHG0104468) we have disabled all Self-Service STPs on BIFI on Monday and Tuesday,AZ France, SAS Portal issue
INC3908817,BIFI access is not working,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: Access Issue.
D: BIFI access is not working
R: Advised user to raise a GIAM request to get the access.",AZ Benelux, SAS Access Issue
INC3634846,SAS Portal not working,AZTEC.GAP.PAAS-SAS-CL-2ND,STP server was hanging . Working fine after restart,AZ Reinsurance, SAS Server Issue
INC2466704,Reports not running,AZTEC.GAP.PAAS-SAS-CL-2ND,The issue has been resolved,AZ Asia Pacific, SAS Performance
INC2963828,Office 2010 - SAS Add-in for MS Office hat ein Problem festgestellt,AZTEC.GAP.PAAS-SAS-CL-2ND,"As per our conversation through WebEx, we could see that you are exporting to xlsx a 1million record. 

Which is not possible in SAS as it have a limitation. So, we suggested to use to export to CSV. 

Opening .egp file directly will work in the next release. 
",AZ Germany, SAS Others
INC2591067,SAS Enterprise Guide Gruppe wird nicht angenommen,AZTEC.GAP.PAAS-SAS-CL-2ND,"The user was missing the required roles for the project. After the roles were given by the application owner, the user is now able to access the project.",AZ Germany, SAS -   UC4  Job Issues
INC2581280,SAS Enterprise Guide Gruppe wird nicht angenommen,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Sandra,
As per Jabber discussion that you have lock of access for lcong project. So we have given temporary access through SMC. Permanent access kindly contact your application's (list shared with you).
As you confirmed that information is sufficient and can close this ticket. So we're closing this ticket with your acceptance.
You can reach us if you have any queries @ PAAS-SAS-CLASSIC-OPERATIONS@allianz.com
Thank you.
Regards,
D Srinivasulu
",AZ Germany, SAS Access Issue
INC3243994,Master Enterprise guide M6 in SAS PROD BIFI server,CSC.WPS.AVC-CLIENT,"rojectFile.Save(IProvideMetadataDependencies projectDependencyProvider)
   at SAS.EG.ProjectElements.ProjectCollection.Save(Boolean resetModified, Boolean forRecovery)
   at SAS.EG.ProjectElements.ProjectCollection.SaveAs(SaveAsPath sap, DNADecoder dec)
   at SAS.EG.MainForm.SaveAsProject(Boolean UseLocalPathOnly)

Thanks in advance.

Mit freundlichen Grüßen / Kind Regards,
Pavan
Client Package Engineer & SAS Operations
02.07.2019 08:19:38   uvph82f
   Issue is possibly related to IPM-14714925. Investigation ongoing.
02.07.2019 16:45:48   uvph82f
   The WebEx troubleshooting session lasted this whole day. We were able to make it work on Win7 without any issues, though we were not able to do the same on Win10.

We have tested the older application version and it worked without any issues.

As agreed we will rollback the application to the older version and will continue to investigate the issue of 4262 within the UAT environment.
03.07.2019 10:03:23   ws_snow_prod
   (SNOW) GSO01:INCMGMT
SAS team informed that they tested the rollback version, everything works as expected on both WIN7 and WIN10.
SAS team informed that certain files are not opening after the rollback.  
DXC informed that the package sequence has created the issue so new package request to be made by SAS team and same will be rolled out for the users. Initially for few users the new package will be implemented to check and further for all user new package will be implemented
Further troubleshooting will be done in backend and the ticket priority will be lowered to P3
04.07.2019 09:41:52   uvph82f
   New AppID 4436 is created for the SAS application and it is being tested now.
08.07.2019 10:16:15   uvph82f
   AppID 4436 is still being tested.
10.07.2019 10:18:24   uvph82f
   AppID 4436 is still being tested.
12.07.2019 09:48:10   oa5pmtd
   Ticket Master-Flag set!
15.07.2019 08:47:26   uvph82f
   Re-assigning to an engineer who is already working on this issue's PTASK0019355.
16.07.2019 12:03:47   of8x6pd
   New package is still undergoing tests.
17.07.2019 14:42:08   of8x6pd
   Testing is still ongoing.
22.07.2019 09:59:27   of8x6pd
   New package is still undergoing tests.
24.07.2019 07:56:07   of8x6pd
   Application is stil undergoing tests.
26.07.2019 08:43:00   of8x6pd
   Tests are still ongoing.
29.07.2019 09:24:17   of8x6pd
   New application package is stil undergoing tests. Problem task extended for 2 more weeks.
31.07.2019 15:12:05   of8x6pd
   Application is still undergoing tests
01.08.2019 09:02:17   of8x6pd
   New package is still in testing phase.
02.08.2019 09:28:37   of8x6pd
   Still in testing.
05.08.2019 08:04:15   of8x6pd
   still in testing phase.
06.08.2019 08:54:29   of8x6pd
   still in testing phase.
07.08.2019 09:16:42   of8x6pd
   Testing is still ongoing.
08.08.2019 09:11:10   of8x6pd
   New app package is still undergroing tests.
09.08.2019 09:58:57   of8x6pd
   testing is still ongoing.
12.08.2019 08:14:54   of8x6pd
   Testing is still in progress. Currently  teams are awaiting feedback from affected users.
13.08.2019 08:34:51   of8x6pd
   Testing is still ongoing.
14.08.2019 07:58:22   of8x6pd
   Testing is still ongoing.
15.08.2019 08:00:02   of8x6pd
   Testing is still ongoing.
16.08.2019 07:41:05   of8x6pd
   Application is still undergoing tests.
19.08.2019 10:26:40   of8x6pd
   Awaiting feedback and further information non how the testing is progressing.
19.08.2019 12:51:56   ws_snow_prod
   (SNOW) Dear Colleague,

4436_SAS_SASReportingToolBIFIM6 is on Prod now with the release on last Friday.

it is working fine as expected. Thanks.
20.08.2019 08:26:38   of8x6pd
   Application is still not ready for prod. Further testing is ongoing.
21.08.2019 07:49:40   of8x6pd
   Awaiting confirmation of package test results.
21.08.2019 11:28:37   of8x6pd
   Received feedback by phone from one of the SAS application Owners Pavan, advising that the application is now working fine after it was repackaged and the IPM can be closed now.",AZ Benelux, SAS AVC Client Issue
INC3148252,restore SAS BIFI PROD,AZTEC.GAP.PAAS-SAS-CL-2ND,The request has been completed,AZ Germany, SAS Service Requests
INC3149892,SAS BIFI again very slow,AZTEC.GAP.PAAS-SAS-CL-2ND,The issue has been resolved after object spawner restart,AZ Germany, SAS Performance
INC2436049,slowness,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Sandra,
As per AVC team conversation that your issue has been resolved already. We could see below comment from the ticket. So you need to get in touch with your LEGBA in order to use the E2 machine.
Please reach us if you have any queries.
As of now we're closing this ticket.
Thank you.
Kind Regards,
D Srinivasulu
",AZ Benelux, SAS AVC Client Issue
INC3102264,Performance is very unstable: queries that sometimes run in minutes can take hours at other times.,AZTEC.GAP.PAAS-SAS-CL-2ND,"As discussed the incidents mentioned in attachment are now all resolved. The performance degradation seems to be a temporary problem and therefore needs investigation.

Next steps:

1) Marjolein will inform immediately Jonas Gruenewald, Jonas Timon (Allianz Technology) every time a performance degradation happens. This will allow an immediate check of the systems for RCA
",AZ Benelux, SAS Performance
INC2900223,AZBNL PROD Perf issue,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Team,
Issue has been resolved after GIAM team retrieve the privileges.
User also confirmed over the mail that SAS working fine- PFA.
So we're closing this ticket.
Thank you.
Regards,
D Srinivasulu",AZ Benelux, SAS Performance
INC2444217,Urgent request restore file /project/bishr/ azbnl/prod/ sasdb/DW/NL/xdw.sas.nareweek/ ptf.sas7bdat  ,AZTEC.GAP.PAAS-SAS-CL-2ND,User confirmed the restore looks good and to close the ticket (email attached).,AZ Benelux, SAS Service Requests
INC3097069,BIFI platform and EG very slow,AZTEC.GAP.PAAS-SAS-CL-2ND,This ticket is a duplicate of INC3096999,AZ Germany, SAS Performance
